id_x,courseId,enrollmentDate,completionStatus,completionDate,percentage,userId,learningPathId,name,employeeId,organizationDomainId_x,roleId,joiningDate,designationId,departmentId,id_y,title,duration,difficultyLevel,organizationDomainId_y,id,completionTime,performanceScore,organizationDomainId
864,49,2024-05-22,In Progress,,38,EMP0985,,Erica Bruce,EMP0985,1,1,2024-06-08,1,1,49,Course 49,62,Beginner,2,,,,
865,34,2019-11-20,Completed,2023-09-24,75,EMP0302,3.0,James Morrow,EMP0302,1,1,2022-12-15,2,1,34,Course 34,81,Advanced,1,,,,
866,36,2021-04-02,In Progress,,11,EMP0403,3.0,Hailey Chavez,EMP0403,2,2,2021-09-08,1,1,36,Course 36,36,Beginner,2,,,,
867,6,2023-08-18,Completed,2023-09-04,86,EMP0769,4.0,Nathan Richards,EMP0769,2,1,2021-10-10,1,2,6,Course 6,37,Advanced,2,,,,
868,26,2020-02-20,In Progress,,13,EMP0718,7.0,Amber Vargas,EMP0718,2,2,2023-08-25,1,2,26,Course 26,110,Beginner,2,,,,
869,25,2020-07-27,In Progress,,43,EMP0556,,Benjamin Welch,EMP0556,1,2,2022-10-22,2,1,25,Course 25,83,Advanced,1,,,,
870,10,2024-03-17,In Progress,,6,EMP0550,6.0,Darlene Carrillo,EMP0550,1,2,2022-02-17,2,1,10,Course 10,88,Advanced,2,,,,
871,21,2023-11-03,In Progress,,29,EMP0491,,Gabriel Carter,EMP0491,2,1,2024-06-21,2,2,21,Course 21,109,Intermediate,1,,,,
872,20,2024-01-14,In Progress,,39,EMP0756,,Christine Harrison,EMP0756,2,1,2023-10-09,1,1,20,Course 20,53,Intermediate,2,,,,
873,1,2023-10-24,Completed,2024-05-20,81,EMP0270,7.0,Mr. Michael Jones,EMP0270,2,2,2024-01-03,2,2,1,Course 1,107,Intermediate,2,,,,
874,38,2023-01-02,In Progress,,11,EMP0095,,Jennifer Wilson,EMP0095,2,1,2020-07-25,1,2,38,Course 38,72,Beginner,2,,,,
875,21,2022-03-19,Completed,2023-08-27,93,EMP0872,,Daniel Salazar,EMP0872,2,2,2022-12-26,2,1,21,Course 21,109,Intermediate,1,,,,
876,36,2022-05-07,Completed,2024-05-19,76,EMP0876,3.0,Kari Fisher,EMP0876,1,1,2020-12-04,2,2,36,Course 36,36,Beginner,2,,,,
877,16,2022-06-18,In Progress,,27,EMP0808,7.0,Connie Davidson,EMP0808,2,1,2019-11-25,1,2,16,Course 16,51,Advanced,1,,,,
878,18,2021-02-26,Completed,2023-10-22,83,EMP0094,1.0,James Edwards,EMP0094,2,2,2022-02-15,1,1,18,Course 18,68,Advanced,2,,,,
879,11,2022-04-09,In Progress,,6,EMP0758,1.0,Sean Cross,EMP0758,1,1,2022-03-11,1,2,11,Course 11,42,Beginner,1,,,,
880,15,2024-03-29,In Progress,,22,EMP0232,6.0,John Frey,EMP0232,1,1,2020-01-12,1,1,15,Course 15,41,Advanced,1,,,,
881,12,2022-05-10,Completed,2023-02-03,55,EMP0906,,Andrew Hess,EMP0906,1,1,2024-10-12,2,2,12,Course 12,114,Advanced,1,,,,
882,49,2023-04-08,In Progress,,33,EMP0294,1.0,Krystal Jones,EMP0294,1,2,2019-12-28,2,2,49,Course 49,62,Beginner,2,,,,
883,12,2024-09-23,In Progress,,50,EMP0542,8.0,Kathryn Alvarez,EMP0542,1,1,2024-06-21,1,1,12,Course 12,114,Advanced,1,,,,
884,23,2024-05-07,In Progress,,9,EMP0844,10.0,Melissa Chapman,EMP0844,1,1,2023-07-31,1,1,23,Course 23,41,Intermediate,1,800.0,21h,83.96,1.0
885,50,2020-11-27,Completed,2021-07-17,92,EMP0134,,Daniel Cobb,EMP0134,1,1,2020-01-25,1,1,50,Course 50,87,Intermediate,2,,,,
886,29,2024-07-15,Completed,2024-09-07,100,EMP0206,5.0,Shelby Snyder,EMP0206,2,1,2023-04-14,2,2,29,Course 29,92,Advanced,2,,,,
887,48,2023-01-12,Completed,2024-05-28,83,EMP0409,7.0,Jessica Lee,EMP0409,1,1,2024-03-18,1,2,48,Course 48,37,Advanced,1,,,,
888,25,2021-12-28,Completed,2023-04-08,55,EMP0789,,Joann Thomas,EMP0789,2,1,2021-03-01,1,2,25,Course 25,83,Advanced,1,,,,
889,15,2023-11-24,In Progress,,6,EMP0755,,Christopher Mcbride,EMP0755,2,2,2022-05-22,1,2,15,Course 15,41,Advanced,1,,,,
890,8,2020-01-06,In Progress,,7,EMP0715,,Alexandria Chen,EMP0715,2,1,2019-11-23,2,1,8,Course 8,110,Advanced,1,,,,
891,13,2023-05-18,Completed,2023-12-01,71,EMP0483,,Mary Wagner,EMP0483,1,1,2023-05-27,2,1,13,Course 13,54,Beginner,2,,,,
892,6,2022-12-19,Completed,2024-03-04,95,EMP0728,,Miranda Wiley,EMP0728,1,2,2020-02-29,1,1,6,Course 6,37,Advanced,2,,,,
893,45,2023-11-16,In Progress,,46,EMP0433,,Kevin Mcdowell,EMP0433,2,1,2022-01-13,1,1,45,Course 45,51,Intermediate,2,,,,
894,27,2023-10-10,In Progress,,38,EMP0972,6.0,Bianca Fleming,EMP0972,1,2,2021-04-27,1,1,27,Course 27,91,Intermediate,2,,,,
895,44,2023-05-14,In Progress,,46,EMP0156,1.0,Suzanne Berger,EMP0156,1,2,2021-03-14,2,1,44,Course 44,70,Beginner,1,,,,
896,2,2022-09-13,In Progress,,11,EMP0145,2.0,Cheryl Mason,EMP0145,2,1,2023-03-13,2,1,2,Course 2,102,Advanced,2,,,,
897,27,2021-01-30,In Progress,,29,EMP0401,2.0,Evan Burns,EMP0401,2,2,2022-08-28,1,1,27,Course 27,91,Intermediate,2,,,,
898,43,2022-01-15,Completed,2022-12-03,72,EMP0657,,Amy Gardner,EMP0657,1,2,2021-12-28,2,1,43,Course 43,115,Intermediate,1,,,,
899,22,2023-09-11,In Progress,,27,EMP0197,8.0,Victoria Compton,EMP0197,2,1,2023-08-28,2,1,22,Course 22,74,Beginner,2,,,,
900,28,2020-09-19,Completed,2023-12-15,98,EMP0678,6.0,Michael Roman,EMP0678,2,1,2021-01-25,2,1,28,Course 28,86,Beginner,2,,,,
901,45,2024-04-21,Completed,2024-04-21,65,EMP0354,8.0,Elizabeth Perez,EMP0354,1,1,2024-01-25,1,2,45,Course 45,51,Intermediate,2,,,,
902,44,2022-11-15,Completed,2022-12-08,84,EMP0118,,Andrea Foster,EMP0118,2,1,2020-06-26,1,1,44,Course 44,70,Beginner,1,,,,
903,32,2022-06-10,In Progress,,19,EMP0815,,Steven West,EMP0815,1,1,2024-01-04,1,1,32,Course 32,64,Advanced,1,,,,
904,44,2022-08-04,Completed,2023-03-01,59,EMP0391,7.0,Eric Ellison,EMP0391,2,2,2021-12-17,1,2,44,Course 44,70,Beginner,1,,,,
905,14,2021-12-21,Completed,2022-08-28,100,EMP0634,,Curtis Brown,EMP0634,1,2,2023-01-08,2,2,14,Course 14,118,Beginner,2,,,,
906,34,2023-06-04,In Progress,,42,EMP0511,,Frederick Fuller,EMP0511,2,1,2020-11-21,1,2,34,Course 34,81,Advanced,1,,,,
907,23,2021-04-20,Completed,2023-07-01,62,EMP0310,,Becky Kelley,EMP0310,2,2,2020-05-20,1,1,23,Course 23,41,Intermediate,1,,,,
908,25,2024-10-06,Completed,2024-10-12,97,EMP0884,,Kelli Gomez,EMP0884,2,1,2023-06-07,2,2,25,Course 25,83,Advanced,1,,,,
909,29,2020-06-08,Completed,2023-12-08,71,EMP0201,,Matthew Clarke,EMP0201,1,1,2022-02-19,2,1,29,Course 29,92,Advanced,2,,,,
910,16,2020-03-18,In Progress,,43,EMP0269,,Tiffany Clayton,EMP0269,2,2,2020-11-19,2,2,16,Course 16,51,Advanced,1,,,,
911,36,2023-07-12,In Progress,,4,EMP0416,9.0,Amy Allen,EMP0416,2,2,2021-04-26,1,1,36,Course 36,36,Beginner,2,,,,
912,33,2023-10-20,Completed,2024-09-27,66,EMP0582,1.0,David Myers,EMP0582,2,1,2021-10-02,2,2,33,Course 33,74,Advanced,2,,,,
913,35,2024-01-25,Completed,2024-04-14,66,EMP0864,4.0,Michael Bird,EMP0864,1,2,2023-07-10,2,2,35,Course 35,56,Advanced,2,,,,
914,29,2022-12-28,Completed,2024-08-16,86,EMP0653,6.0,Daniel Conner,EMP0653,1,2,2023-05-05,2,2,29,Course 29,92,Advanced,2,,,,
915,2,2021-12-30,In Progress,,0,EMP0657,,Amy Gardner,EMP0657,1,2,2021-12-28,2,1,2,Course 2,102,Advanced,2,,,,
916,25,2020-04-05,Completed,2020-12-07,66,EMP0639,,Curtis King,EMP0639,1,1,2024-08-05,1,2,25,Course 25,83,Advanced,1,,,,
917,35,2024-07-07,Completed,2024-08-25,63,EMP0078,,Charles Hughes,EMP0078,1,2,2023-01-06,2,1,35,Course 35,56,Advanced,2,,,,
918,27,2022-06-16,Completed,2022-10-31,70,EMP0984,,Laura Vargas,EMP0984,1,1,2021-12-01,2,1,27,Course 27,91,Intermediate,2,,,,
919,9,2020-10-07,Completed,2023-06-08,84,EMP0433,,Kevin Mcdowell,EMP0433,2,1,2022-01-13,1,1,9,Course 9,47,Advanced,2,,,,
920,49,2020-01-30,Completed,2023-07-30,73,EMP0254,1.0,Debra Jenkins,EMP0254,1,1,2022-02-24,2,2,49,Course 49,62,Beginner,2,,,,
921,25,2024-02-17,Completed,2024-03-31,77,EMP0115,,John Gomez,EMP0115,1,1,2021-01-10,2,1,25,Course 25,83,Advanced,1,,,,
922,36,2021-10-09,In Progress,,2,EMP0823,,Carol Davis,EMP0823,2,1,2023-12-22,2,1,36,Course 36,36,Beginner,2,,,,
923,12,2024-03-01,In Progress,,46,EMP0424,4.0,Philip Martinez,EMP0424,1,1,2024-06-08,1,1,12,Course 12,114,Advanced,1,,,,
924,23,2023-12-12,In Progress,,49,EMP0779,4.0,Michael Taylor,EMP0779,2,1,2021-09-10,1,1,23,Course 23,41,Intermediate,1,,,,
925,34,2020-08-04,In Progress,,46,EMP0215,8.0,Eric Stevens,EMP0215,1,1,2021-07-30,1,2,34,Course 34,81,Advanced,1,,,,
926,31,2023-07-16,Completed,2024-02-03,59,EMP0547,9.0,Yolanda Stone,EMP0547,2,1,2024-07-18,1,1,31,Course 31,57,Intermediate,1,,,,
927,20,2021-02-14,In Progress,,25,EMP0577,10.0,Juan Bernard,EMP0577,2,2,2023-04-25,2,2,20,Course 20,53,Intermediate,2,,,,
928,1,2022-04-28,In Progress,,26,EMP0575,2.0,Kristina Valentine,EMP0575,1,2,2020-11-18,2,1,1,Course 1,107,Intermediate,2,,,,
929,3,2024-05-30,Completed,2024-08-27,77,EMP0468,5.0,Jose Smith,EMP0468,1,1,2023-11-21,1,1,3,Course 3,54,Advanced,2,,,,
930,15,2022-12-04,Completed,2022-12-22,90,EMP0147,,Deborah Ellis DDS,EMP0147,1,2,2021-07-02,2,1,15,Course 15,41,Advanced,1,,,,
931,26,2024-02-20,In Progress,,5,EMP0361,7.0,Christopher Navarro,EMP0361,1,1,2024-03-26,1,2,26,Course 26,110,Beginner,2,,,,
932,16,2022-04-06,In Progress,,37,EMP0725,1.0,Nicole Nichols,EMP0725,2,2,2022-02-05,2,1,16,Course 16,51,Advanced,1,,,,
933,18,2020-01-29,Completed,2021-01-21,50,EMP0187,,Linda Sanders,EMP0187,1,1,2023-07-14,2,1,18,Course 18,68,Advanced,2,,,,
934,2,2023-03-13,Completed,2024-05-16,75,EMP0340,,Timothy Smith,EMP0340,2,2,2021-07-23,1,2,2,Course 2,102,Advanced,2,,,,
935,2,2024-04-03,Completed,2024-06-10,83,EMP0412,,Gregory Martin,EMP0412,2,1,2020-02-22,2,2,2,Course 2,102,Advanced,2,,,,
936,38,2021-07-10,In Progress,,45,EMP0003,,Gabriel Singh,EMP0003,1,1,2024-04-27,1,2,38,Course 38,72,Beginner,2,,,,
937,44,2023-12-16,Completed,2024-04-26,86,EMP0968,,William Davidson,EMP0968,2,2,2021-10-06,1,2,44,Course 44,70,Beginner,1,,,,
938,31,2022-06-09,Completed,2024-01-31,54,EMP0748,6.0,William Bell,EMP0748,2,1,2022-06-11,1,2,31,Course 31,57,Intermediate,1,,,,
939,26,2022-06-02,In Progress,,6,EMP0457,6.0,David Weber,EMP0457,1,1,2020-12-06,1,2,26,Course 26,110,Beginner,2,,,,
940,12,2020-08-21,Completed,2023-02-04,72,EMP0395,,Tara Saunders,EMP0395,2,1,2021-04-30,1,1,12,Course 12,114,Advanced,1,,,,
941,35,2023-02-19,In Progress,,31,EMP0308,,Stephanie Mitchell,EMP0308,2,2,2021-04-22,2,2,35,Course 35,56,Advanced,2,,,,
942,5,2021-02-07,Completed,2024-07-24,64,EMP0003,,Gabriel Singh,EMP0003,1,1,2024-04-27,1,2,5,Course 5,50,Beginner,1,,,,
943,42,2022-06-03,Completed,2023-02-25,56,EMP0010,9.0,Cynthia Cooper,EMP0010,2,1,2023-01-06,2,2,42,Course 42,61,Beginner,2,,,,
944,3,2024-09-25,Completed,2024-10-12,56,EMP0924,5.0,Patricia Petty,EMP0924,1,1,2023-06-15,1,1,3,Course 3,54,Advanced,2,,,,
945,27,2021-05-22,Completed,2024-08-10,84,EMP0909,5.0,Brenda Simpson,EMP0909,2,2,2021-08-20,2,2,27,Course 27,91,Intermediate,2,,,,
946,14,2023-09-28,Completed,2024-07-29,54,EMP0179,,Michael Butler,EMP0179,2,1,2022-09-18,2,2,14,Course 14,118,Beginner,2,,,,
947,18,2023-11-23,Completed,2024-06-07,99,EMP0179,10.0,Michael Butler,EMP0179,2,1,2022-09-18,2,2,18,Course 18,68,Advanced,2,,,,
948,34,2021-05-23,Completed,2022-12-25,86,EMP0197,4.0,Victoria Compton,EMP0197,2,1,2023-08-28,2,1,34,Course 34,81,Advanced,1,,,,
949,17,2023-10-19,Completed,2024-03-05,67,EMP0796,,Lisa Hawkins,EMP0796,2,2,2022-05-25,1,1,17,Course 17,45,Intermediate,2,,,,
950,21,2021-04-21,Completed,2021-09-04,58,EMP0948,3.0,Diana Huff MD,EMP0948,1,1,2020-01-05,1,1,21,Course 21,109,Intermediate,1,,,,
951,29,2020-11-15,Completed,2024-07-01,79,EMP0772,,Rachel Strickland,EMP0772,1,1,2022-04-11,2,1,29,Course 29,92,Advanced,2,,,,
952,3,2020-09-16,In Progress,,35,EMP0253,2.0,Benjamin Gonzalez,EMP0253,2,1,2023-07-01,2,2,3,Course 3,54,Advanced,2,,,,
953,16,2024-09-13,In Progress,,28,EMP0347,,Katherine Ramsey,EMP0347,1,2,2022-02-13,1,2,16,Course 16,51,Advanced,1,,,,
954,5,2022-05-23,Completed,2024-10-05,98,EMP0827,9.0,Tracy Barrett,EMP0827,1,1,2021-12-08,2,2,5,Course 5,50,Beginner,1,,,,
955,24,2021-05-04,In Progress,,24,EMP0573,5.0,Dakota Lopez,EMP0573,1,2,2021-11-02,1,1,24,Course 24,115,Advanced,1,,,,
956,14,2023-02-01,In Progress,,28,EMP0474,2.0,Kevin Ibarra,EMP0474,2,1,2023-11-14,2,2,14,Course 14,118,Beginner,2,,,,
957,15,2022-12-17,In Progress,,23,EMP0175,8.0,Mandy Carter,EMP0175,1,2,2024-09-29,1,2,15,Course 15,41,Advanced,1,,,,
958,26,2022-07-12,In Progress,,34,EMP0914,4.0,Carol Weaver,EMP0914,1,1,2024-02-11,1,1,26,Course 26,110,Beginner,2,,,,
959,9,2022-09-26,In Progress,,38,EMP0618,,James Nixon,EMP0618,1,1,2021-12-06,2,2,9,Course 9,47,Advanced,2,,,,
960,24,2020-06-13,In Progress,,2,EMP0495,,Amanda Best,EMP0495,2,1,2024-02-14,2,1,24,Course 24,115,Advanced,1,,,,
961,49,2021-04-22,Completed,2024-09-15,56,EMP0530,,Christopher Dean,EMP0530,2,1,2021-03-08,1,2,49,Course 49,62,Beginner,2,,,,
962,30,2021-08-03,In Progress,,37,EMP0481,,Robert Moss PhD,EMP0481,2,2,2022-01-09,1,1,30,Course 30,46,Intermediate,2,,,,
963,27,2020-08-10,In Progress,,34,EMP0443,,Cassidy Higgins,EMP0443,2,1,2020-05-25,1,2,27,Course 27,91,Intermediate,2,,,,
964,24,2019-12-26,In Progress,,0,EMP0225,1.0,Robert Vang,EMP0225,2,2,2020-04-04,2,2,24,Course 24,115,Advanced,1,,,,
965,50,2020-09-14,Completed,2022-06-23,91,EMP0162,8.0,Wendy Spears,EMP0162,1,1,2022-01-03,2,2,50,Course 50,87,Intermediate,2,,,,
966,3,2023-12-04,In Progress,,28,EMP0906,1.0,Andrew Hess,EMP0906,1,1,2024-10-12,2,2,3,Course 3,54,Advanced,2,,,,
967,40,2022-05-15,Completed,2022-05-28,87,EMP0302,,James Morrow,EMP0302,1,1,2022-12-15,2,1,40,Course 40,68,Beginner,2,,,,
968,25,2020-03-01,Completed,2023-10-06,63,EMP0812,,Benjamin Wilson,EMP0812,2,1,2020-04-10,2,2,25,Course 25,83,Advanced,1,,,,
969,4,2024-02-13,Completed,2024-03-31,82,EMP0087,4.0,Mrs. Sharon Bradshaw,EMP0087,2,1,2021-06-13,2,1,4,Course 4,55,Intermediate,2,,,,
970,5,2024-09-17,In Progress,,7,EMP0645,,Michael Williams,EMP0645,2,1,2019-11-06,1,2,5,Course 5,50,Beginner,1,,,,
971,29,2023-08-08,Completed,2023-11-29,73,EMP0969,4.0,Tamara Edwards,EMP0969,1,1,2020-05-16,1,1,29,Course 29,92,Advanced,2,,,,
972,25,2020-01-02,In Progress,,50,EMP0527,7.0,Judy Powell,EMP0527,1,1,2023-08-25,1,1,25,Course 25,83,Advanced,1,,,,
973,38,2023-05-08,In Progress,,35,EMP0771,,Christopher Evans,EMP0771,1,1,2021-03-29,1,1,38,Course 38,72,Beginner,2,,,,
974,24,2020-08-27,In Progress,,11,EMP0063,,Kathryn Beltran,EMP0063,1,1,2021-10-09,1,2,24,Course 24,115,Advanced,1,,,,
975,42,2023-05-24,Completed,2024-04-01,56,EMP0614,,Nancy Anderson,EMP0614,1,1,2021-02-25,2,2,42,Course 42,61,Beginner,2,,,,
976,24,2019-12-07,Completed,2024-04-16,62,EMP0312,2.0,Dawn Collins,EMP0312,1,2,2019-11-13,2,2,24,Course 24,115,Advanced,1,,,,
977,45,2021-10-07,In Progress,,38,EMP0764,4.0,Megan Ramirez,EMP0764,1,2,2020-01-10,1,2,45,Course 45,51,Intermediate,2,,,,
978,6,2020-11-02,Completed,2024-03-02,52,EMP0749,10.0,Natasha Mullen,EMP0749,2,2,2020-07-20,2,2,6,Course 6,37,Advanced,2,,,,
979,34,2021-09-07,Completed,2023-07-03,100,EMP0252,,Jose Erickson,EMP0252,2,2,2020-03-23,2,1,34,Course 34,81,Advanced,1,,,,
980,14,2023-10-06,In Progress,,12,EMP0141,2.0,Tiffany Barnes,EMP0141,1,2,2019-11-25,2,2,14,Course 14,118,Beginner,2,,,,
981,16,2021-02-19,Completed,2023-06-29,74,EMP0515,,Kevin Smith,EMP0515,1,2,2021-12-21,2,2,16,Course 16,51,Advanced,1,,,,
982,48,2020-03-02,In Progress,,2,EMP0498,,Lacey Larsen,EMP0498,2,2,2022-09-29,2,2,48,Course 48,37,Advanced,1,,,,
983,11,2020-10-02,In Progress,,12,EMP0249,1.0,Sarah Bell,EMP0249,2,2,2023-11-23,1,1,11,Course 11,42,Beginner,1,,,,
984,4,2021-04-22,In Progress,,10,EMP0182,8.0,Linda Johnson,EMP0182,1,1,2024-05-01,2,2,4,Course 4,55,Intermediate,2,,,,
985,37,2024-08-24,Completed,2024-08-30,50,EMP0765,4.0,Ryan Spence,EMP0765,2,2,2023-01-11,1,1,37,Course 37,92,Advanced,1,,,,
986,24,2024-01-12,In Progress,,40,EMP0080,,Mary Terry,EMP0080,1,2,2021-05-27,2,1,24,Course 24,115,Advanced,1,,,,
987,13,2024-01-31,Completed,2024-09-21,58,EMP0094,,James Edwards,EMP0094,2,2,2022-02-15,1,1,13,Course 13,54,Beginner,2,,,,
988,33,2020-04-02,Completed,2020-11-21,94,EMP0771,8.0,Christopher Evans,EMP0771,1,1,2021-03-29,1,1,33,Course 33,74,Advanced,2,,,,
989,35,2022-07-17,Completed,2024-08-27,79,EMP0375,,Kathleen Martinez,EMP0375,1,1,2021-06-15,1,2,35,Course 35,56,Advanced,2,,,,
990,37,2024-01-17,Completed,2024-05-25,55,EMP0063,1.0,Kathryn Beltran,EMP0063,1,1,2021-10-09,1,2,37,Course 37,92,Advanced,1,,,,
991,9,2020-03-05,Completed,2021-10-20,98,EMP0853,7.0,Amber Fisher,EMP0853,1,1,2022-11-07,2,1,9,Course 9,47,Advanced,2,,,,
992,50,2021-01-18,Completed,2022-09-06,52,EMP0884,,Kelli Gomez,EMP0884,2,1,2023-06-07,2,2,50,Course 50,87,Intermediate,2,,,,
993,40,2020-03-27,Completed,2020-07-01,99,EMP0835,7.0,Heather Glover,EMP0835,2,2,2021-08-22,2,1,40,Course 40,68,Beginner,2,,,,
994,11,2022-12-26,In Progress,,50,EMP0574,2.0,Lindsey Vang,EMP0574,1,1,2022-02-08,2,1,11,Course 11,42,Beginner,1,,,,
995,10,2022-07-22,Completed,2023-03-28,50,EMP0341,10.0,Andrew Hicks,EMP0341,2,2,2024-02-09,1,2,10,Course 10,88,Advanced,2,,,,
996,10,2022-04-23,In Progress,,44,EMP0875,3.0,Andrew Wood,EMP0875,2,1,2019-11-18,1,2,10,Course 10,88,Advanced,2,,,,
997,7,2020-04-26,In Progress,,45,EMP0001,,Karla Shepherd,EMP0001,1,2,2022-02-23,2,2,7,Course 7,77,Beginner,1,,,,
998,45,2020-03-20,Completed,2022-09-04,61,EMP0862,8.0,Richard Velasquez,EMP0862,2,1,2022-08-30,2,1,45,Course 45,51,Intermediate,2,,,,
999,38,2022-11-18,In Progress,,19,EMP0678,,Michael Roman,EMP0678,2,1,2021-01-25,2,1,38,Course 38,72,Beginner,2,,,,
1000,20,2024-04-27,Completed,2024-07-30,58,EMP0821,,Mark Short,EMP0821,2,2,2021-07-15,1,2,20,Course 20,53,Intermediate,2,,,,
